E,S,T,candidate_distance_evaluations,color_bound_violations,color_max_error,completion_distance_evaluations,component_certified,component_exact_components,component_protected_components,component_protected_edges,coverage_distance_evaluations,covers_all_observations,dataset,edge_jaccard,edge_precision,edge_recall,exact_output_match,fixed_cover_equal,gate_passed,graph_method,graph_seconds,graph_witness_counts_equal,index_seconds,landmark_sequence_equal,m,membership_completion_requested,membership_false_negatives,membership_false_positives,membership_precision,membership_recall,membership_seconds,memberships_complete,method,pipeline_peak_rss_bytes,repeat,rescued_observations,result_file,seed,selected_landmark_count,selection_seconds,staged_total_seconds,threads,validation_failures
873322,114453,1215873,114302,0,0.7266382798552513,0,False,749,764,682318,23242550,True,gaussian,0.9989339482576002,1.0,0.9989339482576002,False,False,True,inverted,1.289393008000843,True,1.1856992630000605,True,6747,False,469,0,1.0,0.9959189711282435,0.0,False,verified_hnsw_partial,536453120,2,151,run_00039.json,0,6747,34.22101765700063,36.69610992800153,1,[]
558523,112843,933906,112828,0,0.02724588438868525,0,True,478,478,551605,18589756,True,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,inverted,0.8499534539987508,True,0.9468153390007501,True,6090,False,29,0,1.0,0.999743071798143,0.0,False,verified_hnsw_partial,409628672,0,15,run_00040.json,1,6090,26.997846747999574,28.794615540999075,1,[]
536578,114103,934413,114085,0,0.02915977459658914,0,False,438,440,529114,17484963,True,mixture,0.9999534106220055,1.0,0.9999534106220055,False,False,True,sparse,0.6780600590027461,True,0.9421629169992229,True,5906,False,31,0,1.0,0.9997283894369776,0.0,False,verified_hnsw_partial,371367936,0,18,run_00041.json,2,5906,26.372077604999504,27.992300581001473,1,[]
873302,114302,1215805,,0,0.7266382798552513,0,False,749,767,640451,,False,gaussian,0.9989110716107675,1.0,0.9989110716107675,False,False,True,inverted,1.284162906002166,True,1.2691130130006059,False,6747,False,620,0,1.0,0.9946050364595117,23.539359229002002,False,hnsw,534089728,2,,run_00042.json,0,6851,23.485431955999957,49.57806710400473,1,[]
605,29790,9798,29790,0,0.0,12280000,True,14,14,605,188191,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.018393004000245128,True,0.4613472989985894,True,614,True,0,0,1.0,1.0,0.6941665269987425,True,verified_hnsw_complete,200785920,2,0,run_00043.json,1,614,0.28470666099747177,1.4586134909950488,1,[]
953479,127524,1414466,,0,0.7075763940811157,0,False,526,543,635243,,False,gaussian,0.9984899274390238,1.0,0.9984899274390238,False,False,True,sparse,1.1762963559995114,True,1.204290358000435,False,6055,False,744,0,1.0,0.99419964449434,21.62076345799869,False,hnsw,510111744,0,,run_00044.json,1,6146,20.396727155999542,44.39807732799818,1,[]
873302,114302,1215805,,0,0.7266382798552513,0,False,749,767,640451,,False,gaussian,0.9989110716107675,1.0,0.9989110716107675,False,False,True,sparse,1.0853247859995463,True,1.190074605998234,False,6747,False,620,0,1.0,0.9946050364595117,23.427556814000127,False,hnsw,482959360,0,,run_00045.json,0,6851,23.635240678002447,49.338196884000354,1,[]
605,29790,9798,,0,0.0,0,True,14,14,605,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01722761999917566,True,0.440205202998186,True,614,False,0,0,1.0,1.0,0.18576120399666252,True,hnsw,187904000,1,,run_00046.json,1,614,0.21175279400267755,0.8549468209967017,1,[]
839187,114144,1148462,114018,0,0.3711705207824707,0,False,795,805,651401,24021671,True,gaussian,0.998961977670616,1.0,0.998961977670616,False,False,True,sparse,1.0246686700011196,True,1.2127269960001286,True,6868,False,374,0,1.0,0.9967341378647898,0.0,False,verified_hnsw_partial,471842816,2,126,run_00047.json,2,6868,34.23370003200034,36.47109569800159,1,[]
874254,114922,1219045,114302,0,0.0,134940000,True,749,749,874254,23242550,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.2753042090007511,True,1.2036519789980957,True,6747,True,0,0,1.0,1.0,7.974418317000527,True,verified_hnsw_complete,537608192,2,151,run_00048.json,0,6747,33.62713487899964,44.080509383999015,1,[]
558523,112828,933905,,0,0.04517241260584659,0,True,478,478,547783,,False,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,sparse,0.7013557120008045,True,0.9603200090023165,False,6090,False,44,0,1.0,0.9996101779006308,7.279546742996899,False,hnsw,378458112,2,,run_00049.json,1,6105,16.712593909000134,25.653816373000154,1,[]
605,29790,9798,,0,0.0,0,True,14,14,605,,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.019026746002055006,True,0.4390116360009415,True,614,False,0,0,1.0,1.0,0.1850992949985084,True,hnsw,192094208,0,,run_00050.json,1,614,0.21016289399995003,0.853300571001455,1,[]
605,29790,9798,,0,0.0,0,True,14,14,605,,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.01840592100052163,True,0.43848977699963143,True,614,False,0,0,1.0,1.0,0.18412004199853982,True,hnsw,192380928,2,,run_00051.json,1,614,0.20823937800014392,0.8492551179988368,1,[]
518323,105456,836723,,0,0.08852562142743015,0,True,532,532,507807,,False,mixture,0.9999749197431782,1.0,0.9999749197431782,False,False,True,inverted,0.7758290070014482,True,0.9389121239983069,False,6264,False,41,0,1.0,0.999611363356304,7.433119748999161,False,hnsw,392757248,1,,run_00052.json,0,6279,17.509662189000665,26.65752306899958,1,[]
536574,114085,934392,,0,0.02915977459658914,0,False,438,441,525077,,False,mixture,0.9999459563215264,1.0,0.9999459563215264,False,False,True,inverted,0.8183458000021346,True,0.9406969869996828,False,5906,False,49,0,1.0,0.9995706800778033,6.968818397999712,False,hnsw,399753216,0,,run_00053.json,2,5906,16.430409784999938,25.158270970001468,1,[]
601,29796,9799,29795,0,0.00013057032175506356,0,True,9,9,601,184511,True,curve,1.0,1.0,1.0,False,False,True,sparse,0.016603372001554817,True,0.44287562200042885,True,607,False,1,0,1.0,0.9999664395744539,0.0,False,verified_hnsw_partial,193839104,1,1,run_00054.json,2,607,0.27957566199984285,0.7390546560018265,1,[]
558523,112828,933905,,0,0.04517241260584659,0,True,478,478,547783,,False,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,inverted,0.8416379840018635,True,0.9598319709984935,False,6090,False,44,0,1.0,0.9996101779006308,7.284446601999662,False,hnsw,406564864,1,,run_00055.json,1,6105,16.935290686997178,26.021207243997196,1,[]
874254,114922,1219045,114302,0,0.0,134940000,True,749,749,874254,23242550,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.0656740980011818,True,1.2016822410005261,True,6747,True,0,0,1.0,1.0,8.344745449001493,True,verified_hnsw_complete,483852288,0,151,run_00056.json,0,6747,33.5826659129998,44.194767701003,1,[]
839187,114144,1148462,114018,0,0.3711705207824707,0,False,795,805,651401,24021671,True,gaussian,0.998961977670616,1.0,0.998961977670616,False,False,True,inverted,1.2362662910018116,True,1.2075972610000463,True,6868,False,374,0,1.0,0.9967341378647898,0.0,False,verified_hnsw_partial,525033472,0,126,run_00057.json,2,6868,34.897325541998725,37.34118909400058,1,[]
605,29790,9798,29790,0,0.0,0,True,14,14,605,188191,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.018294661997060757,True,0.43899993199738674,True,614,False,0,0,1.0,1.0,0.0,True,verified_hnsw_partial,194420736,0,0,run_00058.json,1,614,0.2812380210016272,0.7385326149960747,1,[]
605,29790,9798,29790,0,0.0,0,True,14,14,605,188191,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01709373000267078,True,0.4416206779969798,True,614,False,0,0,1.0,1.0,0.0,True,verified_hnsw_partial,194297856,2,0,run_00059.json,1,614,0.28118696799720055,0.7399013759968511,1,[]
518323,105456,836723,,0,0.08852562142743015,0,True,532,532,507807,,False,mixture,0.9999749197431782,1.0,0.9999749197431782,False,False,True,sparse,0.6553984230013157,True,0.9557726359998924,False,6264,False,41,0,1.0,0.999611363356304,7.406349401000625,False,hnsw,364326912,0,,run_00060.json,0,6279,17.587464323998574,26.604984784000408,1,[]
558523,112843,933906,112828,0,0.02724588438868525,0,True,478,478,551605,18589756,True,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,inverted,0.853029558002163,True,0.9650916970022081,True,6090,False,29,0,1.0,0.999743071798143,0.0,False,verified_hnsw_partial,409341952,1,15,run_00061.json,1,6090,27.07952351899803,28.8976447740024,1,[]
558523,112843,933906,112828,0,0.02724588438868525,0,True,478,478,551605,18589756,True,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,sparse,0.7056395120016532,True,0.9425298950009164,True,6090,False,29,0,1.0,0.999743071798143,0.0,False,verified_hnsw_partial,378822656,1,15,run_00062.json,1,6090,27.324137624997093,28.972307031999662,1,[]
518336,105497,836791,105456,0,0.0,125280000,True,532,532,518336,19687004,True,mixture,1.0,1.0,1.0,True,True,True,inverted,0.7724653279983613,True,0.9372105190013826,True,6264,True,0,0,1.0,1.0,7.669762117999198,True,verified_hnsw_complete,395849728,2,22,run_00063.json,0,6264,27.93917720399986,37.318615168998804,1,[]
518336,105497,836791,105456,0,0.0,125280000,True,532,532,518336,19687004,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.6459045090014115,True,0.9408347429998685,True,6264,True,0,0,1.0,1.0,7.424388252002245,True,verified_hnsw_complete,365281280,2,22,run_00064.json,0,6264,28.125627538996923,37.13675504300045,1,[]
592,29557,9561,29557,0,0.0,0,True,17,17,592,182710,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01683028600018588,True,0.44384008899942273,True,605,False,0,0,1.0,1.0,0.0,True,verified_hnsw_partial,193859584,1,0,run_00065.json,0,605,0.28184032299759565,0.7425106979972043,1,[]
592,29557,9561,29557,0,0.0,0,True,17,17,592,182710,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.01841290200172807,True,0.4361737559993344,True,605,False,0,0,1.0,1.0,0.0,True,verified_hnsw_partial,194191360,2,0,run_00066.json,0,605,0.2800614500010852,0.7346481080021476,1,[]
601,29795,9799,,0,0.00037007307853165194,0,True,9,9,601,,False,curve,1.0,1.0,1.0,False,False,True,inverted,0.018152881999412784,True,0.44150639200233854,False,607,False,2,0,1.0,0.9999328791489076,0.18048509399886825,False,hnsw,192643072,2,,run_00067.json,2,608,0.20815875000334927,0.8483031180039688,1,[]
953479,127524,1414466,,0,0.7075763940811157,0,False,526,543,635243,,False,gaussian,0.9984899274390238,1.0,0.9984899274390238,False,False,True,sparse,1.151765496997541,True,1.2046717060002265,False,6055,False,744,0,1.0,0.99419964449434,21.546408270998654,False,hnsw,509390848,1,,run_00068.json,1,6146,20.142928823999682,44.045774297996104,1,[]
873322,114453,1215873,114302,0,0.7266382798552513,0,False,749,764,682318,23242550,True,gaussian,0.9989339482576002,1.0,0.9989339482576002,False,False,True,sparse,1.072255540999322,True,1.1870362680019753,True,6747,False,469,0,1.0,0.9959189711282435,0.0,False,verified_hnsw_partial,483106816,0,151,run_00069.json,0,6747,33.59644907200345,35.85574088100475,1,[]
954921,128268,1419251,127524,0,0.0,121100000,True,526,526,954921,18777574,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.1614375739991374,True,1.2257956180001202,True,6055,True,0,0,1.0,1.0,7.3620370690005075,True,verified_hnsw_complete,510988288,2,143,run_00070.json,1,6055,29.569957526000508,39.31922778700027,1,[]
601,29796,9799,29795,0,0.00013057032175506356,0,True,9,9,601,184511,True,curve,1.0,1.0,1.0,False,False,True,sparse,0.01688783300051,True,0.44298774499839055,True,607,False,1,0,1.0,0.9999664395744539,0.0,False,verified_hnsw_partial,193884160,0,1,run_00071.json,2,607,0.2816815129990573,0.7415570909979579,1,[]
954921,128268,1419251,127524,0,0.0,121100000,True,526,526,954921,18777574,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.4140365099992778,True,1.216664314000809,True,6055,True,0,0,1.0,1.0,6.79825354499917,True,verified_hnsw_complete,566943744,2,143,run_00072.json,1,6055,29.51268967699798,38.941644045997236,1,[]
954921,128268,1419251,127524,0,0.0,121100000,True,526,526,954921,18777574,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.1814396789995953,True,1.2000286759976007,True,6055,True,0,0,1.0,1.0,7.125633397998172,True,verified_hnsw_complete,511242240,1,143,run_00073.json,1,6055,29.416786197001784,38.92388794999715,1,[]
601,29797,9800,29795,0,0.0,12140000,True,9,9,601,184511,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.017856990001746453,True,0.44799224300004425,True,607,True,0,0,1.0,1.0,0.728782460999355,True,verified_hnsw_complete,201232384,0,1,run_00074.json,2,607,0.2784758480011078,1.4731075420022535,1,[]
873322,114453,1215873,114302,0,0.7266382798552513,0,False,749,764,682318,23242550,True,gaussian,0.9989339482576002,1.0,0.9989339482576002,False,False,True,inverted,1.2996332989969233,True,1.1921404019994952,True,6747,False,469,0,1.0,0.9959189711282435,0.0,False,verified_hnsw_partial,536256512,1,151,run_00075.json,0,6747,33.64898366799753,36.140757368993945,1,[]
558523,112828,933905,,0,0.04517241260584659,0,True,478,478,547783,,False,mixture,0.999980305585694,1.0,0.999980305585694,False,False,True,inverted,0.8422612210015359,True,0.9594031029992038,False,6090,False,44,0,1.0,0.9996101779006308,7.165133669001079,False,hnsw,406786048,2,,run_00076.json,1,6105,16.788863698999194,25.755661692001013,1,[]
592,29557,9561,,0,0.0,0,True,17,17,592,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.016220191999309463,True,0.43912806099979207,True,605,False,0,0,1.0,1.0,0.18365375599751133,True,hnsw,187437056,2,,run_00077.json,0,605,0.20785012199849007,0.8468521309951029,1,[]
518323,105456,836723,,0,0.08852562142743015,0,True,532,532,507807,,False,mixture,0.9999749197431782,1.0,0.9999749197431782,False,False,True,sparse,0.6599833239997679,True,0.934512961001019,False,6264,False,41,0,1.0,0.999611363356304,7.40703764600039,False,hnsw,364412928,1,,run_00078.json,0,6279,17.36035003100187,26.36188396200305,1,[]
536603,114134,934543,114085,0,0.0,118120000,True,438,438,536603,17484963,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.6690597640008491,True,0.9618766790008522,True,5906,True,0,0,1.0,1.0,7.116507053000532,True,verified_hnsw_complete,371400704,1,18,run_00079.json,2,5906,26.404281877999892,35.151725374002126,1,[]
605,29790,9798,,0,0.0,0,True,14,14,605,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01729993499975535,True,0.4457233469984203,True,614,False,0,0,1.0,1.0,0.18612032499731868,True,hnsw,187432960,0,,run_00080.json,1,614,0.21379523499854258,0.8629388419940369,1,[]
