E,S,T,color_bound_violations,color_max_error,completion_distance_evaluations,component_certified,component_exact_components,component_protected_components,component_protected_edges,covers_all_observations,dataset,edge_jaccard,edge_precision,edge_recall,exact_output_match,fixed_cover_equal,gate_passed,graph_method,graph_seconds,graph_witness_counts_equal,index_seconds,landmark_sequence_equal,m,membership_completion_requested,membership_false_negatives,membership_false_positives,membership_precision,membership_recall,membership_seconds,memberships_complete,method,pipeline_peak_rss_bytes,repeat,result_file,seed,selected_landmark_count,selection_seconds,staged_total_seconds,threads,validation_failures
9641,18410,10770,0,2.221008936067422,0,False,795,6866,2,False,gaussian,0.011476574859622954,1.0,0.011476574859622954,False,False,True,inverted,0.030244878002122277,True,0.037360452999564586,False,6868,False,96108,0,1.0,0.1607607537679666,0.12944073199832928,False,ivf,190226432,0,run_00000.json,2,11052,0.8621111930006009,1.059157256000617,1,[]
28946,28428,38116,0,0.716121276219686,0,False,438,5903,3,False,mixture,0.05394304541718924,1.0,0.05394304541718924,False,False,True,sparse,0.09798248600054649,True,0.035965707000286784,False,5906,False,85706,0,1.0,0.24907564792261727,0.11738166600116529,False,ivf,191934464,2,run_00001.json,2,8679,0.6733821779998834,0.924712037001882,1,[]
537,28619,8795,0,0.020181975156440712,0,False,9,114,495,False,curve,0.8935108153078203,1.0,0.8935108153078203,False,False,True,sparse,0.01697482300005504,True,0.03617062299963436,False,607,False,1178,0,1.0,0.9604658187065812,0.01825034799912828,False,ivf,186302464,1,run_00002.json,2,633,0.06489105700165965,0.13628685100047733,1,[]
28946,28428,38116,0,0.716121276219686,0,False,438,5903,3,False,mixture,0.05394304541718924,1.0,0.05394304541718924,False,False,True,sparse,0.09956552299991017,True,0.03660371200021473,False,5906,False,85706,0,1.0,0.24907564792261727,0.1227331679983763,False,ivf,191561728,1,run_00003.json,2,8679,0.6863211650015728,0.945223568000074,1,[]
540,28607,8786,0,0.01240377756766975,0,False,14,116,500,False,curve,0.8925619834710744,1.0,0.8925619834710744,False,False,True,inverted,0.017666677998931846,True,0.03739467299965327,False,614,False,1183,0,1.0,0.9602886874790199,0.019528107000951422,False,ivf,186302464,2,run_00004.json,1,643,0.06695628400120768,0.1415457420007442,1,[]
9492,18035,10558,0,2.295074710389599,0,False,749,6744,3,False,gaussian,0.010857256586758538,1.0,0.010857256586758538,False,False,True,sparse,0.0797430999991775,True,0.037165939997066744,False,6747,False,96887,0,1.0,0.15693252814952752,0.12729105499965954,False,ivf,186302464,1,run_00005.json,0,10905,0.8261137150002469,1.0703138099961507,1,[]
23388,26546,29363,0,0.8394506507449679,0,False,478,6086,4,False,mixture,0.04187390561720504,1.0,0.04187390561720504,False,False,True,sparse,0.09497612999984995,True,0.03646276899962686,False,6090,False,86326,0,1.0,0.2351867602239705,0.12066304500331171,False,ivf,190103552,2,run_00006.json,1,8995,0.7009477930005232,0.9530497370033117,1,[]
9641,18410,10770,0,2.221008936067422,0,False,795,6866,2,False,gaussian,0.011476574859622954,1.0,0.011476574859622954,False,False,True,inverted,0.0303139480020036,True,0.037186053003097186,False,6868,False,96108,0,1.0,0.1607607537679666,0.1288685009967594,False,ivf,190357504,2,run_00007.json,2,11052,0.8362054990029719,1.032574001004832,1,[]
10218,18530,11610,0,2.4398670569062233,0,False,526,6054,1,False,gaussian,0.010700361600593138,1.0,0.010700361600593138,False,False,True,inverted,0.030553016000339994,True,0.036474431999522494,False,6055,False,109738,0,1.0,0.14446315526865625,0.11486461499953293,False,ivf,189927424,0,run_00008.json,1,10109,0.7623673149973911,0.9442593779967865,1,[]
537,28619,8795,0,0.020181975156440712,0,False,9,114,495,False,curve,0.8935108153078203,1.0,0.8935108153078203,False,False,True,inverted,0.01853921200017794,True,0.03647177600214491,False,607,False,1178,0,1.0,0.9604658187065812,0.018552272002125392,False,ivf,186302464,1,run_00009.json,2,633,0.06449204099772032,0.13805530100216856,1,[]
10218,18530,11610,0,2.4398670569062233,0,False,526,6054,1,False,gaussian,0.010700361600593138,1.0,0.010700361600593138,False,False,True,sparse,0.07404132900046534,True,0.03585521100103506,False,6055,False,109738,0,1.0,0.14446315526865625,0.11614781900061644,False,ivf,186302464,1,run_00010.json,1,10109,0.7720061170002737,0.9980504760023905,1,[]
9492,18035,10558,0,2.295074710389599,0,False,749,6744,3,False,gaussian,0.010857256586758538,1.0,0.010857256586758538,False,False,True,sparse,0.08049193499755347,True,0.03680813499886426,False,6747,False,96887,0,1.0,0.15693252814952752,0.12810267199893133,False,ivf,186798080,2,run_00011.json,0,10905,0.8385871089994907,1.0839898509948398,1,[]
540,28607,8786,0,0.01240377756766975,0,False,14,116,500,False,curve,0.8925619834710744,1.0,0.8925619834710744,False,False,True,sparse,0.017016097001032904,True,0.036072138002055,False,614,False,1183,0,1.0,0.9602886874790199,0.018958123000629712,False,ivf,186302464,0,run_00012.json,1,643,0.06770483899890678,0.1397511970026244,1,[]
10218,18530,11610,0,2.4398670569062233,0,False,526,6054,1,False,gaussian,0.010700361600593138,1.0,0.010700361600593138,False,False,True,inverted,0.03164834599738242,True,0.03576364599939552,False,6055,False,109738,0,1.0,0.14446315526865625,0.11495148899848573,False,ivf,189689856,1,run_00013.json,1,10109,0.7730896030006988,0.9554530839959625,1,[]
23388,26546,29363,0,0.8394506507449679,0,False,478,6086,4,False,mixture,0.04187390561720504,1.0,0.04187390561720504,False,False,True,sparse,0.09199833100137766,True,0.03588244699858478,False,6090,False,86326,0,1.0,0.2351867602239705,0.12150329399810289,False,ivf,190185472,0,run_00014.json,1,8995,0.7006500859970402,0.9500341579951055,1,[]
21410,25618,26578,0,0.7342219591140747,0,False,532,6264,0,False,mixture,0.04130525373502902,1.0,0.04130525373502902,False,False,True,inverted,0.09530709399768966,True,0.03613471499920706,False,6264,False,79879,0,1.0,0.2428315497123141,0.12274850600078935,False,ivf,194502656,0,run_00015.json,0,9235,0.7145057489979081,0.9686960639955942,1,[]
9641,18410,10770,0,2.221008936067422,0,False,795,6866,2,False,gaussian,0.011476574859622954,1.0,0.011476574859622954,False,False,True,sparse,0.0831367050013796,True,0.03768478799975128,False,6868,False,96108,0,1.0,0.1607607537679666,0.13029290700069396,False,ivf,186589184,2,run_00016.json,2,11052,0.8379432339970663,1.089057633998891,1,[]
540,28607,8786,0,0.01240377756766975,0,False,14,116,500,False,curve,0.8925619834710744,1.0,0.8925619834710744,False,False,True,sparse,0.016956241001025774,True,0.035801498001092114,False,614,False,1183,0,1.0,0.9602886874790199,0.019650325000839075,False,ivf,186302464,2,run_00017.json,1,643,0.06819421699765371,0.14060228100061067,1,[]
10218,18530,11610,0,2.4398670569062233,0,False,526,6054,1,False,gaussian,0.010700361600593138,1.0,0.010700361600593138,False,False,True,sparse,0.07559802800096804,True,0.036215240997989895,False,6055,False,109738,0,1.0,0.14446315526865625,0.11520898700109683,False,ivf,186302464,2,run_00018.json,1,10109,0.7735993859969312,1.000621641996986,1,[]
21410,25618,26578,0,0.7342219591140747,0,False,532,6264,0,False,mixture,0.04130525373502902,1.0,0.04130525373502902,False,False,True,sparse,0.09234327300146106,True,0.03596681199996965,False,6264,False,79879,0,1.0,0.2428315497123141,0.12319932800164679,False,ivf,189992960,0,run_00019.json,0,9235,0.7141446209971036,0.9656540340001811,1,[]
