E,S,T,candidate_distance_evaluations,color_bound_violations,color_max_error,completion_distance_evaluations,component_certified,component_exact_components,component_protected_components,component_protected_edges,coverage_distance_evaluations,covers_all_observations,dataset,edge_jaccard,edge_precision,edge_recall,exact_output_match,fixed_cover_equal,gate_passed,graph_method,graph_seconds,graph_witness_counts_equal,index_seconds,landmark_sequence_equal,m,membership_completion_requested,membership_false_negatives,membership_false_positives,membership_precision,membership_recall,membership_seconds,memberships_complete,method,pipeline_peak_rss_bytes,repeat,rescued_observations,result_file,seed,selected_landmark_count,selection_seconds,staged_total_seconds,threads,validation_failures
864223,112459,1192410,112095,0,0.7710670828819275,0,False,749,844,326900,23929736,True,gaussian,0.9885262177811025,1.0,0.9885262177811025,False,False,True,sparse,1.054724786999941,True,1.1944062840000242,True,6747,False,2463,0,1.0,0.9785680722577053,0.0,False,verified_hnsw_partial,480096256,1,364,run_00031.json,0,6747,35.91717383399987,38.16630490499983,1,[]
558039,112579,931884,112504,0,0.07835624615351366,0,False,478,481,499040,18756376,True,mixture,0.999113751356229,1.0,0.999113751356229,False,False,True,inverted,0.9025626459999785,True,1.0482374999999138,True,6090,False,293,0,1.0,0.9974041392019278,0.0,False,verified_hnsw_partial,409169920,0,75,run_00032.json,1,6090,21.836224521000076,23.78702466699997,1,[]
592,29557,9561,0,0,0.0,12100000,True,17,17,592,11253106,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.020318640000141386,True,3.353000010974938e-06,True,605,True,0,0,1.0,1.0,0.8396562739999354,True,verified_none_complete,187047936,0,19395,run_00033.json,0,605,1.5354712070000005,2.3954494740000882,1,[]
558534,112872,934006,,0,0.0,0,True,478,478,558534,,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.7316511659998923,True,0.012016707999919163,True,6090,False,0,0,1.0,1.0,1.1470412590001615,True,ckdtree,360194048,2,,run_00034.json,1,6090,1.5406440409999504,3.4313531739999235,1,[]
954921,128268,1419251,,0,0.0,0,True,526,526,954921,,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.6500725339999462,True,0.00984152000000904,True,6055,False,0,0,1.0,1.0,0.9917856580000262,True,flat_scalar,557522944,0,,run_00035.json,1,6055,1.1583673120001095,3.810067024000091,1,[]
874254,114922,1219045,,0,0.0,0,True,749,749,874254,,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.3270099590001792,True,0.010792495000032432,True,6747,False,0,0,1.0,1.0,0.8595176650001122,True,flat_batch,529252352,1,,run_00036.json,0,6747,1.2453717440000673,3.442691863000391,1,[]
592,29557,9561,,0,0.0,0,True,17,17,592,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.0179744329998357,True,0.04524481399994329,True,605,False,0,0,1.0,1.0,0.06788646299992251,True,ball_tree,187047936,2,,run_00037.json,0,605,0.1432432939998307,0.2743490039995322,1,[]
518336,105497,836791,,0,0.0,0,True,532,532,518336,,True,mixture,1.0,1.0,1.0,True,True,True,inverted,0.875317836000022,True,0.012503482999818516,True,6264,False,0,0,1.0,1.0,0.9584412680001151,True,flat_scalar,387563520,2,,run_00038.json,0,6264,1.1785046690001764,3.024767256000132,1,[]
558032,112504,931848,,0,0.07835624615351366,0,False,478,481,485901,,False,mixture,0.9991012185471252,1.0,0.9991012185471252,False,False,True,sparse,0.8144784429998708,True,1.0152506869999343,False,6090,False,368,0,1.0,0.9967396697143667,4.85909575300002,False,hnsw,378183680,2,,run_00039.json,1,6155,12.724797913999964,19.41362279699979,1,[]
864223,112459,1192410,112095,0,0.7710670828819275,0,False,749,844,326900,23929736,True,gaussian,0.9885262177811025,1.0,0.9885262177811025,False,False,True,inverted,1.3628068379998695,True,1.352130600999999,True,6747,False,2463,0,1.0,0.9785680722577053,0.0,False,verified_hnsw_partial,533049344,2,364,run_00040.json,0,6747,35.592134865999924,38.30707230499979,1,[]
558039,112579,931884,112504,0,0.07835624615351366,0,False,478,481,499040,18756376,True,mixture,0.999113751356229,1.0,0.999113751356229,False,False,True,sparse,0.7396391219999714,True,0.9783924640000805,True,6090,False,293,0,1.0,0.9974041392019278,0.0,False,verified_hnsw_partial,378580992,1,75,run_00041.json,1,6090,22.218461459000082,23.936493045000134,1,[]
601,29795,9799,,0,0.00037007307853165194,0,True,9,9,601,,False,curve,1.0,1.0,1.0,False,False,True,inverted,0.019687483999859978,True,0.4969642869998552,False,607,False,2,0,1.0,0.9999328791489076,0.15113952599995173,False,hnsw,192462848,0,,run_00042.json,2,608,0.18164144799993664,0.8494327449996035,1,[]
874254,114922,1219045,,0,0.0,0,True,749,749,874254,,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.1740142009998635,True,0.010725809999939884,True,6747,False,0,0,1.0,1.0,4.768398337999997,True,ckdtree,464723968,1,,run_00043.json,0,6747,5.301898605000133,11.255036953999934,1,[]
874254,114922,1219045,,0,0.0,0,True,749,749,874254,,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.3694457729998248,True,0.009529847999829144,True,6747,False,0,0,1.0,1.0,1.07612677599991,True,flat_scalar,528621568,1,,run_00044.json,0,6747,1.2412330409999868,3.6963354379995508,1,[]
0,20000,0,0,0,0.07974993310323575,0,False,17,605,0,11253106,True,curve,0.0,1.0,0.0,False,False,True,sparse,0.013308509999887974,True,3.4219999633933185e-06,True,605,False,9557,0,1.0,0.6766586595391955,0.0,False,verified_none_partial,187047936,1,19395,run_00045.json,0,605,1.452920340999981,1.4662322729998323,1,[]
0,20000,0,0,0,2.3112549632787704,0,False,749,6747,0,67481705,True,gaussian,0.0,1.0,0.0,False,False,True,sparse,0.06942583000000013,True,6.216000201675342e-06,True,6747,False,94922,0,1.0,0.17403108195123648,0.0,False,verified_none_partial,187047936,1,13253,run_00046.json,0,6747,38.88370006599985,38.95313211200005,1,[]
517872,105244,835017,105169,0,0.12529019142190614,0,False,532,538,463519,19834732,True,mixture,0.9991048277565131,1.0,0.9991048277565131,False,False,True,sparse,0.6506703630000175,True,0.9999742250001873,True,6264,False,253,0,1.0,0.9976018275401196,0.0,False,verified_hnsw_partial,364748800,0,75,run_00047.json,0,6264,23.92987872499998,25.580523313000185,1,[]
601,29797,9800,29795,0,0.0,12140000,True,9,9,601,184511,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.022766052999941166,True,0.44228085500003544,True,607,True,0,0,1.0,1.0,0.6810316790001707,True,verified_hnsw_complete,200962048,2,1,run_00048.json,2,607,0.22700869400000556,1.3730872810001529,1,[]
954921,128268,1419251,,0,0.0,0,True,526,526,954921,,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.5540864859999601,True,0.012353096999959234,True,6055,False,0,0,1.0,1.0,4.423527559999911,True,ckdtree,545677312,1,,run_00049.json,1,6055,4.651104920999842,10.641072063999673,1,[]
558534,112872,934006,,0,0.0,0,True,478,478,558534,,True,mixture,1.0,1.0,1.0,True,True,True,inverted,0.8816054760000043,True,0.0020456740001009166,True,6090,False,0,0,1.0,1.0,30.766209306999826,True,brute_force,389058560,1,,run_00050.json,1,6090,35.683711609000056,67.33357206599999,1,[]
536603,114134,934543,,0,0.0,0,True,438,438,536603,,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.6970737709998502,True,0.01029668599994693,True,5906,False,0,0,1.0,1.0,1.0850917430000209,True,ckdtree,352808960,2,,run_00051.json,2,5906,1.4065986160001103,3.1990608159999283,1,[]
840059,114518,1150593,,0,0.0,0,True,795,795,840059,,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.1245120390001375,True,0.009252268999944135,True,6868,False,0,0,1.0,1.0,0.9064645579999251,True,flat_batch,465969152,2,,run_00052.json,2,6868,1.2873922840001342,3.327621150000141,1,[]
592,29557,9561,,0,0.0,0,True,17,17,592,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01732183600006465,True,0.0029149330000564078,True,605,False,0,0,1.0,1.0,4.364933918000133,True,brute_force,187047936,0,,run_00053.json,0,605,4.1351935850000245,8.520364272000279,1,[]
605,29790,9798,,0,0.0,0,True,14,14,605,,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.019642272000055527,True,0.010608188000105656,True,614,False,0,0,1.0,1.0,0.042964598000025944,True,ckdtree,187047936,2,,run_00054.json,1,614,0.08231689100011863,0.15553194900030576,1,[]
0,20000,0,0,0,0.8394506507449679,0,False,478,6090,0,63642275,True,mixture,0.0,1.0,0.0,False,False,True,sparse,0.05975670400016497,True,4.189999799564248e-06,True,6090,False,92872,0,1.0,0.177191863349635,0.0,False,verified_none_partial,187047936,2,13910,run_00055.json,1,6090,37.676946886999986,37.73670778099995,1,[]
558534,112872,934006,,0,0.0,0,True,478,478,558534,,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.7359140099999877,True,0.009112171999959173,True,6090,False,0,0,1.0,1.0,0.9535874220000551,True,flat_scalar,373104640,1,,run_00056.json,1,6090,1.2547990149998896,2.9534126189998915,1,[]
517872,105244,835017,105169,0,0.12529019142190614,0,False,532,538,463519,19834732,True,mixture,0.9991048277565131,1.0,0.9991048277565131,False,False,True,inverted,0.8211743080000815,True,0.9815881770000487,True,6264,False,253,0,1.0,0.9976018275401196,0.0,False,verified_hnsw_partial,395018240,2,75,run_00057.json,0,6264,21.759986758999958,23.562749244000088,1,[]
592,29557,9561,,0,0.0,0,True,17,17,592,,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.019604852999918876,True,0.009456986999794026,True,605,False,0,0,1.0,1.0,0.08200636700007635,True,flat_batch,187047936,0,,run_00058.json,0,605,0.12342329600005542,0.23449150299984467,1,[]
592,29557,9561,29557,0,0.0,0,True,17,17,592,182710,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01667385399991872,True,0.44877604699991025,True,605,False,0,0,1.0,1.0,0.0,True,verified_hnsw_partial,194453504,0,0,run_00059.json,0,605,0.2324229190001006,0.6978728199999296,1,[]
517862,105169,834982,,0,0.12529019142190614,0,False,532,540,450430,,False,mixture,0.9990855352512655,1.0,0.9990855352512655,False,False,True,inverted,0.8648874909999904,True,0.9673527100001138,False,6264,False,328,0,1.0,0.9968909068504318,5.0717869360000805,False,hnsw,393195520,0,,run_00060.json,0,6321,12.977842195999983,19.881869333000168,1,[]
189473,58141,213007,,0,1.6059436053037643,0,False,526,6010,49,,False,gaussian,0.19841746071140964,1.0,0.19841746071140964,False,False,True,sparse,0.29072998900028324,True,0.048639828999966994,False,6055,False,70127,0,1.0,0.4532775127077681,0.22043623099989418,False,ivf,248479744,1,,run_00061.json,1,7155,0.8466834719997678,1.4064895209999122,1,[]
558534,112872,934006,,0,0.0,0,True,478,478,558534,,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.737426687000152,True,0.0029444100000546314,True,6090,False,0,0,1.0,1.0,41.42088066799988,True,brute_force,360390656,1,,run_00062.json,1,6090,35.490417865999916,77.651669631,1,[]
601,29797,9800,,0,0.0,0,True,9,9,601,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01736383300021771,True,0.03588890999981231,True,607,False,0,0,1.0,1.0,0.030005517000063264,True,ivf,187047936,2,,run_00063.json,2,607,0.07675020999977278,0.16000846999986607,1,[]
601,29797,9800,,0,0.0,0,True,9,9,601,,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.016354354999748466,True,0.03569845499987423,True,607,False,0,0,1.0,1.0,0.029676637999727973,True,ivf,187047936,0,,run_00064.json,2,607,0.07658518099970024,0.1583146289990509,1,[]
518336,105497,836791,,0,0.0,0,True,532,532,518336,,True,mixture,1.0,1.0,1.0,True,True,True,inverted,0.8249720519997936,True,0.01013223299969468,True,6264,False,0,0,1.0,1.0,0.7947827559996767,True,flat_batch,387629056,2,,run_00065.json,0,6264,1.146298565000052,2.776185605999217,1,[]
605,29790,9798,29790,0,0.0,12280000,True,14,14,605,188191,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.017324594000001525,True,0.4538014189997739,True,614,True,0,0,1.0,1.0,0.7163496379998833,True,verified_hnsw_complete,196816896,0,0,run_00066.json,1,614,0.23790435199998683,1.4253800029996455,1,[]
536603,114134,934543,0,0,0.0,118120000,True,438,438,536603,62286115,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.6896347550000428,True,2.7940000109083485e-06,True,5906,True,0,0,1.0,1.0,7.071726231999946,True,verified_none_complete,344158208,2,14094,run_00067.json,2,5906,34.66498417699995,42.42634795799995,1,[]
536603,114134,934543,113678,0,0.0,118120000,True,438,438,536603,17724107,True,mixture,1.0,1.0,1.0,True,True,True,inverted,0.8780583859997932,True,0.9847322350001377,True,5906,True,0,0,1.0,1.0,6.9996935019999,True,verified_hnsw_complete,402456576,0,91,run_00068.json,2,5906,21.23175782899989,30.09424195199972,1,[]
