E,S,T,color_bound_violations,color_max_error,completion_distance_evaluations,component_certified,component_exact_components,component_protected_components,component_protected_edges,covers_all_observations,dataset,edge_jaccard,edge_precision,edge_recall,exact_output_match,fixed_cover_equal,gate_passed,graph_method,graph_seconds,graph_witness_counts_equal,index_seconds,landmark_sequence_equal,m,membership_completion_requested,membership_false_negatives,membership_false_positives,membership_precision,membership_recall,membership_seconds,memberships_complete,method,pipeline_peak_rss_bytes,repeat,result_file,seed,selected_landmark_count,selection_seconds,staged_total_seconds,threads,validation_failures
168807,54021,185686,0,1.9382469292197908,0,False,795,6795,80,False,gaussian,0.20094660017927313,1.0,0.20094660017927313,False,False,True,inverted,0.28080050999778905,True,0.03746224999849801,False,6868,False,60497,0,1.0,0.4717249690005065,0.24081047100116848,False,ivf,251174912,0,run_00000.json,2,8032,0.7908221959987713,1.3498954269962269,1,[]
381356,92254,598855,0,0.5024868249893188,0,False,438,3812,151450,False,mixture,0.7106855533793139,1.0,0.7106855533793139,False,False,True,sparse,0.5139720830011356,True,0.03778017000149703,False,5906,False,21880,0,1.0,0.8082955122925684,0.23262722499930533,False,ivf,312107008,2,run_00001.json,2,6150,0.64265826799965,1.427037746001588,1,[]
601,29797,9800,0,0.0,0,True,9,9,601,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.01788163700257428,True,0.03645331199732027,True,607,False,0,0,1.0,1.0,0.03018799999699695,True,ivf,186507264,1,run_00002.json,2,607,0.07527720100188162,0.15980014999877312,1,[]
381356,92254,598855,0,0.5024868249893188,0,False,438,3812,151450,False,mixture,0.7106855533793139,1.0,0.7106855533793139,False,False,True,sparse,0.5123424560006242,True,0.03745561400137376,False,5906,False,21880,0,1.0,0.8082955122925684,0.24203207300161012,False,ivf,312418304,1,run_00003.json,2,6150,0.6504962779981724,1.4423264210017805,1,[]
605,29790,9798,0,0.0,0,True,14,14,605,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.01879237599860062,True,0.037938362002023496,True,614,False,0,0,1.0,1.0,0.03064336900206399,True,ivf,186507264,2,run_00004.json,1,614,0.07653875499818241,0.16391286200087052,1,[]
171881,53884,189395,0,1.8266571499407291,0,False,749,6670,83,False,gaussian,0.19660304671182516,1.0,0.19660304671182516,False,False,True,sparse,0.26876561700191814,True,0.03746622999824467,False,6747,False,61038,0,1.0,0.46887454099302134,0.24477064399980009,False,ivf,241123328,1,run_00005.json,0,7863,0.7645233980001649,1.3155258890001278,1,[]
373603,88810,529493,0,0.6199873238801956,0,False,478,4680,3181,False,mixture,0.6688992970884494,1.0,0.6688992970884494,False,False,True,sparse,0.5225045229999523,True,0.04012979199978872,False,6090,False,24062,0,1.0,0.7868204692040541,0.22442560999843408,False,ivf,309817344,2,run_00006.json,1,6332,0.6417934710007103,1.4288533959988854,1,[]
168807,54021,185686,0,1.9382469292197908,0,False,795,6795,80,False,gaussian,0.20094660017927313,1.0,0.20094660017927313,False,False,True,inverted,0.29477224400034174,True,0.04007315099806874,False,6868,False,60497,0,1.0,0.4717249690005065,0.24893126499955542,False,ivf,251514880,2,run_00007.json,2,8032,0.7738576250012557,1.3576342849992216,1,[]
189473,58141,213007,0,1.6059436053037643,0,False,526,6010,49,False,gaussian,0.19841746071140964,1.0,0.19841746071140964,False,False,True,inverted,0.32353916699867113,True,0.03640211700258078,False,6055,False,70127,0,1.0,0.4532775127077681,0.2230863170007069,False,ivf,263532544,0,run_00008.json,1,7155,0.6967238819997874,1.2797514830017462,1,[]
601,29797,9800,0,0.0,0,True,9,9,601,True,curve,1.0,1.0,1.0,True,True,True,inverted,0.01968355900316965,True,0.03766758299752837,True,607,False,0,0,1.0,1.0,0.029741498998191673,True,ivf,186507264,1,run_00009.json,2,607,0.07551060900004813,0.16260324999893783,1,[]
